"event","vol","dur","avg_int","max_int","start","end","delta","year","RI","peak_out","peak_baseline","vol_out","vol_baseline","sub_peak","sub_vol","peak_red","vol_red","city","soil","ratio","rain"
36,0.12,2,0.06,0.12,2005-05-13 16:00:00,2005-05-13 17:00:00,52,2005,NA,0.0717287436127663,1.44964468479156,0.680442135999328,12.7368501925357,58.5280681572487,61.4550921796029,95.051977607666,94.6576891012026,"Colorado_Springs","med",0.1,"Dry"
37,0.1,2,0.05,0.1,2005-05-14 15:00:00,2005-05-14 16:00:00,22,2005,NA,0.0341691300272942,0.779604315757751,0.45564894459676,8.59216078591999,63.0075138428123,63.9066679991896,95.6171189234525,94.6969225093712,"Colorado_Springs","med",0.1,"Dry"
42,0.32,2,0.16,0.32,2005-06-02 17:00:00,2005-06-02 18:00:00,70,2005,NA,70.9991455078125,77.7633209228516,348.686965111388,457.431718356907,0.0815935535719285,20.9575648214325,8.69841376984112,23.7728930639376,"Colorado_Springs","med",0.1,"Dry"
43,0.83,8,0.10375,0.83,2005-06-03 16:00:00,2005-06-03 23:00:00,22,2005,NA,70.9991455078125,77.7633209228516,347.540233886568,412.216989530716,0.0815935535719285,14.5847920719933,8.69841376984112,15.6899781636314,"Colorado_Springs","med",0.1,"Dry"
46,0.22,5,0.044,0.22,2005-06-11 21:00:00,2005-06-12 01:00:00,25,2005,NA,0.629165947437286,4.07686710357666,11.6243209193926,35.9741665493057,54.6090804071781,55.9899034404412,84.5674158256148,67.687032016543,"Colorado_Springs","med",0.1,"Dry"
49,0.53,4,0.1325,0.53,2005-06-21 15:00:00,2005-06-21 18:00:00,146,2005,NA,1.85627913475037,18.5100479125977,69.6401934994428,108.627724403515,17.144344755904,43.8701846083225,89.9715055114092,35.8909579650652,"Colorado_Springs","med",0.1,"Dry"
52,0.43,3,0.143333333333333,0.43,2005-07-14 17:00:00,2005-07-14 19:00:00,312,2005,NA,1.73822569847107,14.3254327774048,16.5906562628816,81.8137616518825,50.5591251744607,54.6376737203364,87.8661557700879,79.7214356999318,"Colorado_Springs","med",0.1,"Dry"
53,0.08,1,0.08,0.08,2005-07-15 15:00:00,2005-07-15 15:00:00,20,2005,NA,0.0361622981727123,0.696049988269806,0.528625246137381,4.52932466659695,63.725070356684,64.7029487613848,94.8046406461981,88.3288285771186,"Colorado_Springs","med",0.1,"Dry"
55,0.05,3,0.0166666666666667,0.05,2005-07-24 16:00:00,2005-07-24 18:00:00,24,2005,NA,0.0659944042563438,1.52628135681152,0.619597792200693,14.2532667999117,63.2236224746586,63.7445101989448,95.6761311430673,95.6529418771244,"Colorado_Springs","med",0.1,"Dry"
56,0.14,5,0.028,0.14,2005-07-25 13:00:00,2005-07-25 17:00:00,19,2005,NA,0.0659944042563438,1.52628135681152,0.452328878970548,14.0728389234118,63.2236224746586,63.7445101989448,95.6761311430673,96.785802200734,"Colorado_Springs","med",0.1,"Dry"
57,0.26,3,0.0866666666666667,0.26,2005-07-26 02:00:00,2005-07-26 04:00:00,9,2005,NA,0.707568764686584,5.73292303085327,10.3448166754097,47.2174067609012,53.1456302163942,54.8963836185079,87.6578010749732,78.0910952441891,"Colorado_Springs","med",0.1,"Dry"
58,0.91,14,0.065,0.91,2005-07-26 12:00:00,2005-07-27 01:00:00,8,2005,NA,70.1789779663086,77.28662109375,340.908095795661,421.993417793885,0.244705200149549,16.9834661758567,9.19647285242256,19.214830985309,"Colorado_Springs","med",0.1,"Dry"
59,0.09,1,0.09,0.09,2005-08-04 01:00:00,2005-08-04 01:00:00,192,2005,NA,0.0109394984319806,0.845534145832062,0.10460089193657,6.34424088018204,64.4933186495333,64.8096583637826,98.7062026429204,98.3512465255958,"Colorado_Springs","med",0.1,"Dry"
60,0.35,6,0.0583333333333333,0.35,2005-08-04 08:00:00,2005-08-04 13:00:00,7,2005,NA,1.51274156570435,9.87779998779297,26.0801987141604,64.6938118822873,52.0756465956239,55.6852958882803,84.6854404060236,59.6867181646148,"Colorado_Springs","med",0.1,"Dry"
61,0.1,5,0.02,0.1,2005-08-04 19:00:00,2005-08-04 23:00:00,6,2005,NA,0.767563104629517,0.771572351455688,28.0702090263367,10.4988882653415,62.6567033114074,63.9148231876504,0.519620333544589,-167.363632385734,"Colorado_Springs","med",0.1,"Dry"
62,0.3,1,0.3,0.3,2005-08-10 17:00:00,2005-08-10 17:00:00,138,2005,NA,1.1353485584259,12.3186359405518,15.3953181989491,55.6534670014189,52.1732612108112,55.2956909384982,90.7834880103206,72.3371803619052,"Colorado_Springs","med",0.1,"Dry"
63,0.26,11,0.0236363636363636,0.26,2005-08-11 11:00:00,2005-08-11 21:00:00,18,2005,NA,1.12476027011871,2.79271745681763,59.0077412128448,45.9359632064588,58.5706392804174,61.9346297280365,59.7252393945929,-28.4565231551475,"Colorado_Springs","med",0.1,"Dry"
64,0.38,7,0.0542857142857143,0.38,2005-08-13 18:00:00,2005-08-14 00:00:00,45,2005,NA,3.17186212539673,13.0883436203003,72.627535879612,94.5916019633878,41.1250821148346,48.3728154404935,75.7657483833393,23.2198901677098,"Colorado_Springs","med",0.1,"Dry"
67,0.15,2,0.075,0.15,2005-08-16 15:00:00,2005-08-16 16:00:00,33,2005,NA,0.980162024497986,2.33659291267395,23.6569147706032,21.9320697898511,55.5885827760539,59.0238464794781,58.0516563590742,-7.86448792694548,"Colorado_Springs","med",0.1,"Dry"
69,0.89,4,0.2225,0.89,2005-08-20 12:00:00,2005-08-20 15:00:00,39,2005,NA,92.8710098266602,96.5295562744141,488.483309403062,535.493122333166,0.648041862180198,7.04572862220291,3.79007900684159,8.7787893008374,"Colorado_Springs","med",0.1,"Dry"
72,0.02,1,0.02,0.02,2005-09-05 18:00:00,2005-09-05 18:00:00,244,2005,NA,0.00010862742055906,1.66808116436005,0.000112960191017919,1.67355694883645,62.5366666160911,63.7973398652122,99.9934878815923,99.9932502929705,"Colorado_Springs","med",0.1,"Dry"
74,0.15,1,0.15,0.15,2005-09-06 23:00:00,2005-09-06 23:00:00,10,2005,NA,0.105722405016422,2.47029948234558,0.938881867175496,18.4678824852017,59.6825620835459,62.2522856053196,95.7202595971871,94.91613687748,"Colorado_Springs","med",0.1,"Dry"
76,0.15,1,0.15,0.15,2005-09-14 15:00:00,2005-09-14 15:00:00,115,2005,NA,0.12988643348217,2.56065082550049,1.42361700488073,18.9648485429716,57.8817620826432,60.8092707626232,94.9276007416285,92.4933911196021,"Colorado_Springs","med",0.1,"Dry"
78,0.3,4,0.075,0.3,2005-09-28 03:00:00,2005-09-28 06:00:00,130,2005,NA,0.528394520282745,6.61400270462036,6.32780839866064,50.2965279015334,55.8341753750854,60.2818759889874,92.0109721165729,87.4189955794787,"Colorado_Springs","med",0.1,"Dry"
79,0.32,35,0.00914285714285714,0.32,2005-10-09 10:00:00,2005-10-10 20:00:00,268,2005,NA,0.0790532156825066,1.93447625637054,2.51701903296862,38.7575798764356,63.943892104167,65.0237576778903,95.9134563982281,93.505737352556,"Colorado_Springs","med",0.1,"Dry"
81,0.14,3,0.0466666666666667,0.14,2005-10-30 15:00:00,2005-10-30 17:00:00,273,2005,NA,0.0347567982971668,1.98804438114166,0.130292944810208,15.5696057491668,63.6723967352845,64.9950861500012,98.2517091355271,99.1631583553927,"Colorado_Springs","med",0.1,"Dry"
84,0.25,17,0.0147058823529412,0.25,2005-12-03 03:00:00,2005-12-03 19:00:00,441,2005,NA,0.000579418148845434,0.605041861534119,0.00375892246120202,5.68703560233189,66.2553743440406,66.3055367223483,99.9042350313784,99.9339036587065,"Colorado_Springs","med",0.1,"Dry"
1,0.06,13,0.00461538461538461,0.06,2009-01-03 19:00:00,2009-01-04 07:00:00,NA,2009,NA,0.737979292869568,0.744469344615936,51.8901496529579,52.1151638031006,0.813211646769984,0.813211646769984,0.871768836864137,0.431763298284563,"Colorado_Springs","med",0.1,"Norm"
10,0.1,3,0.0333333333333333,0.1,2009-03-24 22:00:00,2009-03-25 00:00:00,281,2009,NA,1.3827571820002e-05,0.746193885803223,9.22650624488597e-05,7.83985835573003,66.2467197626212,66.2509313302825,99.9981469197104,99.9988231284513,"Colorado_Springs","med",0.1,"Norm"
16,0.36,16,0.0225,0.36,2009-04-12 01:00:00,2009-04-12 16:00:00,16,2009,NA,0.497902452945709,4.67318868637085,7.5997123535285,58.3548536624203,56.1995856491696,61.6065481713406,89.3455521195234,86.9767262248785,"Colorado_Springs","med",0.1,"Norm"
17,0.52,18,0.0288888888888889,0.52,2009-04-17 01:00:00,2009-04-17 18:00:00,105,2009,NA,0.883248388767242,3.02928423881531,32.1797187884204,103.989622839308,56.8234689312527,61.0211872143905,70.8430005527424,69.0548749867603,"Colorado_Springs","med",0.1,"Norm"
19,0.46,5,0.092,0.46,2009-04-26 20:00:00,2009-04-27 00:00:00,204,2009,NA,1.02512192726135,8.9807825088501,23.4029075206745,88.9055229525038,52.8470642081921,57.3761532104728,88.5853829969588,73.676655011436,"Colorado_Springs","med",0.1,"Norm"
21,0.1,5,0.02,0.1,2009-04-28 04:00:00,2009-04-28 08:00:00,22,2009,NA,0.265987128019333,0.59296703338623,7.6051040366292,10.967873419635,65.803957813585,65.9483585408411,55.1430158772281,30.6601768122677,"Colorado_Springs","med",0.1,"Norm"
25,0.2,6,0.0333333333333333,0.2,2009-05-03 14:00:00,2009-05-03 19:00:00,21,2009,NA,0.552740156650543,2.36322641372681,13.752402539365,31.7302417358442,58.4859008686679,60.7799554924831,76.6107828924071,56.6583745126986,"Colorado_Springs","med",0.1,"Norm"
28,0.35,1,0.35,0.35,2009-05-22 15:00:00,2009-05-22 15:00:00,29,2009,NA,1.33065462112427,15.590479850769,13.3673459825404,66.0577627026541,51.2601910316748,54.918701276019,91.4649540369431,79.7641557394081,"Colorado_Springs","med",0.1,"Norm"
30,0.51,3,0.17,0.51,2009-05-23 13:00:00,2009-05-23 15:00:00,11,2009,NA,16.8615741729736,31.1456336975098,99.2801488083787,152.546970525291,-0.559173727888659,25.703012593984,45.8621573195931,34.9183084616426,"Colorado_Springs","med",0.1,"Norm"
31,0.49,5,0.098,0.49,2009-05-24 13:00:00,2009-05-24 17:00:00,22,2009,NA,8.00846195220947,11.1825904846191,71.4437939748168,117.491884758696,7.22217587221718,37.765363661398,28.384554873716,39.1925713664841,"Colorado_Springs","med",0.1,"Norm"
33,0.49,15,0.0326666666666667,0.49,2009-05-25 19:00:00,2009-05-26 09:00:00,6,2009,NA,3.37631368637085,10.3435735702515,140.175799906254,150.287919014692,49.0762751079776,46.239348358398,67.3583441598824,6.7284976561888,"Colorado_Springs","med",0.1,"Norm"
34,0.14,3,0.0466666666666667,0.14,2009-05-31 15:00:00,2009-05-31 17:00:00,126,2009,NA,0.787828326225281,1.82347500324249,19.5735538303852,16.2934809890285,60.9687336062664,63.3815108318253,56.7952220444827,-20.1311975235092,"Colorado_Springs","med",0.1,"Norm"
35,0.44,16,0.0275,0.44,2009-06-01 15:00:00,2009-06-02 06:00:00,22,2009,NA,3.19627356529236,7.82344007492065,93.0565735697746,100.220301184629,39.5301163394455,51.402743905995,59.1449089571409,7.14798052907143,"Colorado_Springs","med",0.1,"Norm"
36,0.02,1,0.02,0.02,2009-06-02 23:00:00,2009-06-02 23:00:00,17,2009,NA,1.0351288318634,0.836453795433044,25.5318724513054,20.4343667030334,0.813211646769984,0.813211646769984,-23.7520634750066,-24.9457486123865,"Colorado_Springs","med",0.1,"Norm"
37,0.01,1,0.01,0.01,2009-06-03 05:00:00,2009-06-03 05:00:00,6,2009,NA,0.999734699726105,0.781449913978577,24.3715890049934,18.2309901118279,0.813211646769984,0.813211646769984,-27.9333047253381,-33.6822018743881,"Colorado_Springs","med",0.1,"Norm"
38,0.06,4,0.015,0.06,2009-06-03 14:00:00,2009-06-03 17:00:00,9,2009,NA,0.967311799526215,0.713509559631348,34.3564276099205,22.3994745612144,66.4493176266633,66.4493176266633,-35.570965583979,-53.3805068330039,"Colorado_Springs","med",0.1,"Norm"
39,0.01,1,0.01,0.01,2009-06-10 18:00:00,2009-06-10 18:00:00,169,2009,NA,37.1063232421875,52.0397758483887,217.831354609691,243.551600027313,0.554731776497282,19.9308050268576,28.6962277656766,10.5604912530806,"Colorado_Springs","med",0.1,"Norm"
40,0.69,5,0.138,0.69,2009-06-11 12:00:00,2009-06-11 16:00:00,18,2009,NA,37.1063232421875,52.0397758483887,207.213871371001,237.523790967229,0.554731776497282,19.9265790337349,28.6962277656766,12.7607931284701,"Colorado_Springs","med",0.1,"Norm"
41,0.41,7,0.0585714285714286,0.41,2009-06-12 16:00:00,2009-06-12 22:00:00,24,2009,NA,7.87882566452026,22.14674949646,109.797890126705,147.664515465498,-0.0738363009327674,33.8734776535469,64.4244602767569,25.6436864465521,"Colorado_Springs","med",0.1,"Norm"
42,0.49,4,0.1225,0.49,2009-06-14 14:00:00,2009-06-14 17:00:00,40,2009,NA,9.11102485656738,11.9681148529053,110.72980684042,153.304602980614,-4.88669191485328,31.0345706620138,23.8725148567932,27.771374970116,"Colorado_Springs","med",0.1,"Norm"
46,0.14,2,0.07,0.14,2009-06-28 15:00:00,2009-06-28 16:00:00,121,2009,NA,0.0521129406988621,1.73922693729401,0.300274840905331,15.6993886132818,62.6960239628786,64.4564503208906,97.0036721728826,98.0873469132977,"Colorado_Springs","med",0.1,"Norm"
47,0.54,1,0.54,0.54,2009-06-29 20:00:00,2009-06-29 20:00:00,28,2009,NA,33.1437187194824,49.1242752075195,157.125716547016,208.170986715879,0.0497594713789731,16.2130017106311,32.5308748485941,24.5208378814727,"Colorado_Springs","med",0.1,"Norm"
48,0.26,1,0.26,0.26,2009-07-02 16:00:00,2009-07-02 16:00:00,68,2009,NA,1.35812056064606,9.5230598449707,22.7114568501711,47.7232084656862,51.6654228016277,55.1642252972328,85.7386115097943,52.4100378403916,"Colorado_Springs","med",0.1,"Norm"
49,0.21,3,0.07,0.21,2009-07-03 16:00:00,2009-07-03 18:00:00,24,2009,NA,139.074691772461,139.47688293457,804.01548242569,796.597905449569,0.191454065541477,8.40257315184444,0.288356861472195,-0.931156977111844,"Colorado_Springs","med",0.1,"Norm"
50,1.07,6,0.178333333333333,1.07,2009-07-04 13:00:00,2009-07-04 18:00:00,19,2009,NA,139.074691772461,139.47688293457,840.052334964275,838.679969832301,0.191454065541477,5.41057459653374,0.288356861472195,-0.163633946360807,"Colorado_Springs","med",0.1,"Norm"
51,0.02,1,0.02,0.02,2009-07-05 13:00:00,2009-07-05 13:00:00,19,2009,NA,1.13156187534332,0.883494853973389,27.7878366708755,21.0159126520157,0.813211646769984,0.813211646769984,-28.0779248746372,-32.2228405256069,"Colorado_Springs","med",0.1,"Norm"
52,0.01,1,0.01,0.01,2009-07-06 01:00:00,2009-07-06 01:00:00,12,2009,NA,0.993667244911194,0.613265573978424,24.4133501052856,13.9775260090828,0.813211646769984,0.813211646769984,-62.028864340941,-74.6614536036027,"Colorado_Springs","med",0.1,"Norm"
54,0.19,1,0.19,0.19,2009-07-12 14:00:00,2009-07-12 14:00:00,44,2009,NA,0.398877292871475,4.69623136520386,5.69407668104395,27.6844636033638,54.1477260984823,57.3668562301002,91.5064386344568,79.4322304285062,"Colorado_Springs","med",0.1,"Norm"
55,0.34,1,0.34,0.34,2009-07-13 14:00:00,2009-07-13 14:00:00,24,2009,NA,2.48723483085632,16.0484867095947,34.040142416954,70.5090050939471,43.5515360411138,50.3964030760655,84.5017485083543,51.7222766487791,"Colorado_Springs","med",0.1,"Norm"
57,0.13,1,0.13,0.13,2009-07-20 17:00:00,2009-07-20 17:00:00,118,2009,NA,0.0787726119160652,1.92649483680725,0.681795937533025,14.4480100458022,59.4160610291541,62.2706542590409,95.9110914594189,95.2810391509167,"Colorado_Springs","med",0.1,"Norm"
58,0.34,2,0.17,0.34,2009-07-20 23:00:00,2009-07-21 00:00:00,6,2009,NA,1.85216069221497,15.4099493026733,27.1710343062878,71.0853962600231,48.3301336925673,52.192538021763,87.9807476596068,61.776910960869,"Colorado_Springs","med",0.1,"Norm"
61,0.1,3,0.0333333333333333,0.1,2009-07-25 15:00:00,2009-07-25 17:00:00,46,2009,NA,0.343015134334564,0.769432246685028,3.87551010772586,8.23708815976715,63.9277821854232,64.8609393611565,55.4197090371,52.9504840478069,"Colorado_Springs","med",0.1,"Norm"
63,0.21,3,0.07,0.21,2009-07-26 14:00:00,2009-07-26 16:00:00,10,2009,NA,1.03473317623138,5.4812912940979,25.6468133479357,35.5176786452648,51.8117793100696,53.4449127773621,81.1224559923397,27.7914145119535,"Colorado_Springs","med",0.1,"Norm"
66,0.11,3,0.0366666666666667,0.11,2009-07-28 14:00:00,2009-07-28 16:00:00,12,2009,NA,0.809750139713287,1.09664297103882,23.3775607347488,16.6638824865222,61.2112242268515,61.9676886174434,26.1610058060889,-40.288799765941,"Colorado_Springs","med",0.1,"Norm"
67,0.41,7,0.0585714285714286,0.41,2009-07-29 11:00:00,2009-07-29 17:00:00,19,2009,NA,2.28988170623779,8.30463218688965,69.6749551296234,111.521287918091,49.9581859111009,52.1372369738271,72.4264524339467,37.5231792688785,"Colorado_Springs","med",0.1,"Norm"
68,0.25,19,0.0131578947368421,0.25,2009-07-29 23:00:00,2009-07-30 17:00:00,6,2009,NA,1.96740579605103,4.66456747055054,140.221749663353,159.243646979332,53.6182256785653,58.5530542535831,57.8223316851536,11.9451530260719,"Colorado_Springs","med",0.1,"Norm"
69,0.02,1,0.02,0.02,2009-07-31 15:00:00,2009-07-31 15:00:00,22,2009,NA,1.02877414226532,0.912645995616913,25.6000797748566,22.2770429253578,0.813211646769984,0.813211646769984,-12.7243364027373,-14.9168669317244,"Colorado_Springs","med",0.1,"Norm"
72,0.1,1,0.1,0.1,2009-08-10 16:00:00,2009-08-10 16:00:00,17,2009,NA,0.0192841868847609,1.1762033700943,0.153810337884352,8.38815531674845,61.4964038056303,62.800153040287,98.3604717198511,98.166338937749,"Colorado_Springs","med",0.1,"Norm"
75,0.84,8,0.105,0.84,2009-08-17 19:00:00,2009-08-18 02:00:00,81,2009,NA,65.4432983398438,67.9464263916016,267.822900924564,333.909315542423,0.431074064308203,13.053949769367,3.6839730721544,19.791725340308,"Colorado_Springs","med",0.1,"Norm"
76,0.24,1,0.24,0.24,2009-08-18 14:00:00,2009-08-18 14:00:00,12,2009,NA,1.34749746322632,8.90659332275391,21.1342685669661,49.8506989255548,50.454710490311,52.9429860671673,84.8707871304303,57.6048700971531,"Colorado_Springs","med",0.1,"Norm"
77,0.01,1,0.01,0.01,2009-08-24 18:00:00,2009-08-24 18:00:00,148,2009,NA,0.813822031021118,4.42078399658203,12.8720978915226,55.6206386812992,56.7276565230674,58.4798464120542,81.5910021468968,76.8573353404328,"Colorado_Springs","med",0.1,"Norm"
78,0.32,4,0.08,0.32,2009-08-25 17:00:00,2009-08-25 20:00:00,23,2009,NA,0.813822031021118,4.42078399658203,17.8063276716275,56.6404118336141,56.7276565230674,58.4797793652141,81.5910021468968,68.5625031754093,"Colorado_Springs","med",0.1,"Norm"
79,0.17,2,0.085,0.17,2009-08-26 13:00:00,2009-08-26 14:00:00,17,2009,NA,1.28488707542419,4.12283277511597,28.0393170118332,28.701878673397,52.7046417224795,55.7663528861965,68.8348486220605,2.3084261107198,"Colorado_Springs","med",0.1,"Norm"
84,0.15,1,0.15,0.15,2009-09-08 15:00:00,2009-09-08 15:00:00,46,2009,NA,0.185186371207237,2.69295620918274,2.11270006632549,19.6648015699911,55.6237851507846,58.7791421266527,93.123305511773,89.2564384196507,"Colorado_Springs","med",0.1,"Norm"
86,0.74,13,0.0569230769230769,0.74,2009-09-12 14:00:00,2009-09-13 02:00:00,17,2009,NA,27.9743881225586,32.4032249450684,214.238354036584,282.260384510437,0.877968122816405,17.3153168906847,13.6678890141884,24.0990355737778,"Colorado_Springs","med",0.1,"Norm"
87,0.1,6,0.0166666666666667,0.1,2009-09-16 12:00:00,2009-09-16 17:00:00,82,2009,NA,0.564318239688873,0.591923654079437,17.5121120885015,7.15190828277264,64.7193630747047,65.3355434124593,4.66367819571192,-144.859293437589,"Colorado_Springs","med",0.1,"Norm"
95,0.09,2,0.045,0.09,2009-10-21 00:00:00,2009-10-21 01:00:00,170,2009,NA,0.000129833628307097,0.824414253234863,0.000129833628307097,6.09600165458232,66.2390087069754,66.3262593581892,99.9842514090704,99.9978701838408,"Colorado_Springs","med",0.1,"Norm"
100,0.37,11,0.0336363636363636,0.37,2009-11-14 19:00:00,2009-11-15 05:00:00,7,2009,NA,0.0779580622911453,1.32185781002045,1.65805645927321,23.4290926512331,63.1961141868998,64.7569617360139,94.1023866787957,92.9230871892687,"Colorado_Springs","med",0.1,"Norm"
106,0.29,9,0.0322222222222222,0.29,2009-12-22 17:00:00,2009-12-23 01:00:00,342,2009,NA,0.211133822798729,2.64594292640686,3.86730140782811,45.8192166558365,63.8032050700986,64.9346802513809,92.0204695010015,91.5596518446033,"Colorado_Springs","med",0.1,"Norm"
1,0.18,7,0.0257142857142857,0.18,2004-01-03 14:00:00,2004-01-03 20:00:00,NA,2004,NA,1.15872097015381,2.68466544151306,47.9787511825562,71.1689419746399,66.18021143066,66.263194593724,56.8392786588425,32.5847064023338,"Colorado_Springs","med",0.1,"Wet"
2,0.01,1,0.01,0.01,2004-01-04 02:00:00,2004-01-04 02:00:00,6,2004,NA,1.12052249908447,1.13333666324615,26.96251308918,27.3903898000717,53.5793881700247,53.5793881700247,1.13065822162492,1.56214173662692,"Colorado_Springs","med",0.1,"Wet"
3,0.1,9,0.0111111111111111,0.1,2004-01-20 09:00:00,2004-01-20 17:00:00,391,2004,NA,0.000682631914969534,0.61551308631897,0.00268756721561658,7.32507702543262,65.7998880038364,65.8551693260346,99.8890954668321,99.9633100483956,"Colorado_Springs","med",0.1,"Wet"
6,0.08,7,0.0114285714285714,0.08,2004-02-04 06:00:00,2004-02-04 12:00:00,8,2004,NA,0.00182282680179924,0.728045642375946,0.0201793941660071,11.0397746417148,65.7809328920589,65.8646775682633,99.7496274003027,99.8172119013213,"Colorado_Springs","med",0.1,"Wet"
8,0.18,3,0.06,0.18,2004-02-19 11:00:00,2004-02-19 13:00:00,191,2004,NA,0.107832543551922,2.59800100326538,1.00937169858753,23.601432185133,62.6319669621157,64.3393655018647,95.8494033136866,95.7232608145562,"Colorado_Springs","med",0.1,"Wet"
11,0.27,8,0.03375,0.27,2004-03-04 18:00:00,2004-03-05 01:00:00,58,2004,NA,0.0459958426654339,1.57488918304443,0.539512126023283,18.1875096054573,65.7958564114805,65.9133141070115,97.0794235454384,97.0336118703058,"Colorado_Springs","med",0.1,"Wet"
15,0.47,12,0.0391666666666667,0.47,2004-04-02 22:00:00,2004-04-03 09:00:00,149,2004,NA,0.307326048612595,3.71633243560791,5.45048538404899,75.9235399647532,61.1248481434674,64.2956458515543,91.7303940393502,92.8210863368867,"Colorado_Springs","med",0.1,"Wet"
16,0.68,18,0.0377777777777778,0.68,2004-04-07 19:00:00,2004-04-08 12:00:00,106,2004,NA,10.4243698120117,12.8842706680298,112.167437433338,178.984267871267,1.07970879674462,37.8044688203276,19.0922786349243,37.3311192277448,"Colorado_Springs","med",0.1,"Wet"
17,0.01,1,0.01,0.01,2004-04-08 21:00:00,2004-04-08 21:00:00,9,2004,NA,0.895788431167603,0.620795249938965,22.2052373290062,15.1154065728188,0.813211646769984,0.813211646769984,-44.2969209664015,-46.9046646018554,"Colorado_Springs","med",0.1,"Wet"
20,0.07,9,0.00777777777777778,0.07,2004-04-10 02:00:00,2004-04-10 10:00:00,6,2004,NA,0.849736869335175,0.685839831829071,42.3158425688744,25.0622909665108,56.7341292654368,56.7852715601172,-23.8972759964969,-68.8426753380945,"Colorado_Springs","med",0.1,"Wet"
23,0.09,3,0.03,0.09,2004-04-21 17:00:00,2004-04-21 19:00:00,235,2004,NA,4.81020979350433e-05,0.712253630161285,0.00141595263266936,4.87395513655929,66.1567634921349,66.1963817327032,99.9932464931173,99.970948591175,"Colorado_Springs","med",0.1,"Wet"
24,0.37,13,0.0284615384615385,0.37,2004-04-22 14:00:00,2004-04-23 02:00:00,19,2004,NA,0.697350442409515,3.810875415802,28.789693910745,75.1059835480992,58.2850472780985,61.2562929658048,81.7010432952514,61.667909065717,"Colorado_Springs","med",0.1,"Wet"
25,0.06,7,0.00857142857142857,0.06,2004-04-23 11:00:00,2004-04-23 17:00:00,9,2004,NA,0.809473872184753,0.64561939239502,35.115264236927,22.4536286145449,0.813211646769984,0.813211646769984,-25.3794234993301,-56.3901534123544,"Colorado_Springs","med",0.1,"Wet"
26,0.42,5,0.084,0.42,2004-04-25 06:00:00,2004-04-25 10:00:00,37,2004,NA,4.43788051605225,12.0221700668335,63.1611936986446,111.816995859146,0.625669355746585,41.4802249063091,63.0858614428074,43.5137805184753,"Colorado_Springs","med",0.1,"Wet"
30,0.16,15,0.0106666666666667,0.16,2004-05-13 09:00:00,2004-05-13 23:00:00,11,2004,NA,0.0259910319000483,1.27077829837799,0.335941804582717,13.8304744212292,65.1700169376833,65.7933437878543,97.9547154737201,97.5710030303295,"Colorado_Springs","med",0.1,"Wet"
32,0.18,2,0.09,0.18,2004-06-05 13:00:00,2004-06-05 14:00:00,72,2004,NA,0.114356838166714,3.31005311012268,0.796635165713724,23.4838447546299,63.0213653728543,64.4476047145323,96.5451660634389,96.6077310847634,"Colorado_Springs","med",0.1,"Wet"
33,0.34,2,0.17,0.34,2004-06-08 15:00:00,2004-06-08 16:00:00,73,2004,NA,1.31886148452759,13.3876428604126,14.3089668839432,65.8226313184066,51.7726039618524,54.6607640463042,90.1486654650202,78.2613265417394,"Colorado_Springs","med",0.1,"Wet"
35,1.36,3,0.453333333333333,1.36,2004-06-15 13:00:00,2004-06-15 15:00:00,157,2004,1.875,142.035171508789,142.648910522461,675.95299802968,733.814630559751,0.371866158520807,7.20276259526672,0.430244445207479,7.88504754748951,"Colorado_Springs","med",0.1,"Wet"
36,0.09,3,0.03,0.09,2004-06-16 21:00:00,2004-06-16 23:00:00,30,2004,NA,0.186281144618988,0.721552073955536,4.04614604637027,6.28376576397568,62.6834789933277,64.051593200775,74.1832708486585,35.6095341814538,"Colorado_Springs","med",0.1,"Wet"
38,0.21,4,0.0525,0.21,2004-06-17 20:00:00,2004-06-17 23:00:00,6,2004,NA,0.770507037639618,5.27364873886108,17.2598876431584,40.9974071774632,51.8566444759998,54.9328703775759,85.3894888379309,57.9000506826041,"Colorado_Springs","med",0.1,"Wet"
39,0.1,2,0.05,0.1,2004-06-18 06:00:00,2004-06-18 07:00:00,7,2004,NA,0.491251409053802,1.52902972698212,12.3554168641567,18.9058444499969,60.0776146359367,61.2735753662603,67.8716901061566,34.6476329220051,"Colorado_Springs","med",0.1,"Wet"
40,0.14,6,0.0233333333333333,0.14,2004-06-18 16:00:00,2004-06-18 21:00:00,9,2004,NA,0.5103560090065,1.74518072605133,18.114283323288,27.1568487286568,56.9223376908657,60.1808369589996,70.7562660194375,33.2975504474744,"Colorado_Springs","med",0.1,"Wet"
43,0.18,3,0.06,0.18,2004-06-20 13:00:00,2004-06-20 15:00:00,9,2004,NA,0.660496056079865,3.53879404067993,15.6027164980769,30.4100582492538,51.8803816886081,54.760172414995,81.3355609711336,48.6922505370085,"Colorado_Springs","med",0.1,"Wet"
44,0.4,8,0.05,0.4,2004-06-21 11:00:00,2004-06-21 18:00:00,20,2004,NA,1.64938747882843,4.61028146743774,131.9049705863,123.322128858417,52.5479708044108,54.4558809819447,64.2237140947251,-6.95969312834061,"Colorado_Springs","med",0.1,"Wet"
45,0.18,6,0.03,0.18,2004-06-25 12:00:00,2004-06-25 17:00:00,90,2004,NA,0.869892060756683,1.47313928604126,26.4050872474909,21.1933106055367,58.4933871994681,61.6996948156303,40.9497751502963,-24.5916116597312,"Colorado_Springs","med",0.1,"Wet"
